(*
   Program:   BACSimulate v2.31
   Filename:  ".\BAC.e05\e05-Or_S_sa_h_wl_il_d_multiZapprox0.txt"
   Created:   28-Jan-2011, 09:18:21
   
   ***  Discrete system matrices (plant)  ***
        discrTimeStep = 1 h
*)

MATRIX "A"   NODATA_STR NaN   N_ROWS 12   N_COLS 12 
0.00392	0.18541	0.054651	0.052513	0.19663	0.010508	0.19437	0.11134	0.076914	0.0077643	0.059778	0.022001
0.0029977	0.70676	0.20308	0.032421	0.017039	0.0025746	0.018002	0.006286	0.0028143	0.0014774	0.0041144	0.00081232
0.00077072	0.17713	0.60396	0.18086	0.031257	0.0015253	0.0025749	0.00066864	0.00022414	0.00028021	0.00048427	6.565e-005
0.00074057	0.028279	0.18086	0.58498	0.19353	0.0076422	0.0023085	0.00056894	0.0001788	0.00026094	0.00041985	5.2581e-005
0.0027729	0.014862	0.031257	0.19353	0.69845	0.030164	0.015238	0.0050205	0.0020895	0.0013154	0.0033688	0.00060478
0.0030484	0.046196	0.031378	0.15721	0.62052	0.027224	0.049457	0.024232	0.014596	0.0025848	0.013914	0.0041734
0.0053023	0.025164	0.0038793	0.0034473	0.024015	0.0043154	0.45164	0.27122	0.19701	0.0025695	0.007171	0.0014388
0.0052337	0.018276	0.0022288	0.0018965	0.016735	0.0039264	0.33667	0.28945	0.31562	0.0022542	0.0049386	0.00078659
0.0053023	0.025164	0.0038793	0.0034473	0.024015	0.0043154	0.22335	0.27122	0.42531	0.0025695	0.007171	0.0014388
0.0038614	0.045444	0.0098818	0.0092023	0.046389	0.0044311	0.051886	0.023849	0.013495	0.056455	0.51847	0.20945
0.0035695	0.015195	0.0020505	0.0017778	0.014264	0.0028639	0.019355	0.0062734	0.0025533	0.062251	0.58678	0.27868
0.0013138	0.0030001	0.00027798	0.00022264	0.0025608	0.00085902	0.0040856	0.00099918	0.00031019	0.025149	0.27868	0.669

MATRIX "Bu"   NODATA_STR NaN   N_ROWS 12   N_COLS 9 
0	0.046928	0.048008	0.047726	0.046928	-0.046928	0.00034629	-0.00034629	0
0	0.0031488	0.0032213	0.0032024	0.0031488	-0.0031488	0.00016961	-0.00016961	0
0	0.00039425	0.00040331	0.00040095	0.00039425	-0.00039425	0.0015186	-0.0015186	0
0	0.00034629	0.00035426	0.00035218	0.00034629	-0.00034629	0.010569	-0.010569	0
0	0.0025815	0.0026409	0.0026254	0.0025815	-0.0025815	0.0015755	-0.0015755	0
0	0.010607	0.010851	0.010787	0.010607	-0.010607	0.0011444	-0.0011444	0
0	0.0055011	0.0056276	0.0055946	0.0055011	-0.0055011	1.5382e-005	-1.5382e-005	0
0	0.0038517	0.0039403	0.0039171	0.0038517	-0.0038517	6.9535e-006	-6.9535e-006	0
0	0.0055011	0.0056276	0.0055946	0.0055011	-0.0055011	1.5382e-005	-1.5382e-005	0
0	0.010637	0.010882	0.010818	0.010637	-0.010637	4.9546e-005	-4.9546e-005	0
0	0.0032503	0.0033251	0.0033056	0.0032503	-0.0032503	6.9459e-006	-6.9459e-006	0
0	0.00061095	0.00062501	0.00062134	0.00061095	-0.00061095	6.6429e-007	-6.6429e-007	0

MATRIX "Bv"   NODATA_STR NaN   N_ROWS 12   N_COLS 10 
0.046928	0	0	0	0.046928	0.046928	0.024214	0	0	0
0.0031488	0	0	0	0.0031488	0.0031488	0.0016175	0	0	0
0.00039425	0	0	0	0.00039425	0.00039425	0.00020225	0	0	0
0.00034629	0	0	0	0.00034629	0.00034629	0.00017761	0	0	0
0.0025815	0	0	0	0.0025815	0.0025815	0.0013255	0	0	0
0.010607	0	0	0	0.010607	0.010607	0.0054623	0	0	0
0.0055011	0	0	0	0.0055011	0.0055011	0.002826	0	0	0
0.0038517	0	0	0	0.0038517	0.0038517	0.0019768	0	0	0
0.0055011	0	0	0	0.0055011	0.0055011	0.002826	0	0	0
0.010637	0	0	0	0.010637	0.010637	0.007186	0	0	0
0.0032503	0	0	0	0.0032503	0.0032503	0.0043799	0	0	0
0.00061095	0	0	0	0.00061095	0.00061095	0.013534	0	0	0

MATRIX "Bvu1"   NODATA_STR NaN   N_ROWS 12   N_COLS 10 
0	0.046928	0	0	0	0	0.00054291	0	0	0
0	0.0031488	0	0	0	0	3.6429e-005	0	0	0
0	0.00039425	0	0	0	0	4.561e-006	0	0	0
0	0.00034629	0	0	0	0	4.0062e-006	0	0	0
0	0.0025815	0	0	0	0	2.9866e-005	0	0	0
0	0.010607	0	0	0	0	0.00012271	0	0	0
0	0.0055011	0	0	0	0	6.3642e-005	0	0	0
0	0.0038517	0	0	0	0	4.456e-005	0	0	0
0	0.0055011	0	0	0	0	6.3642e-005	0	0	0
0	0.010637	0	0	0	0	0.00012306	0	0	0
0	0.0032503	0	0	0	0	3.7603e-005	0	0	0
0	0.00061095	0	0	0	0	7.0681e-006	0	0	0

MATRIX "Bvu2"   NODATA_STR NaN   N_ROWS 12   N_COLS 10 
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0

MATRIX "Bvu3"   NODATA_STR NaN   N_ROWS 12   N_COLS 10 
0	0	0	0	0	0	0	0	0.00953	0
0	0	0	0	0	0	0	0	0.00063945	0
0	0	0	0	0	0	0	0	8.0062e-005	0
0	0	0	0	0	0	0	0	7.0323e-005	0
0	0	0	0	0	0	0	0	0.00052424	0
0	0	0	0	0	0	0	0	0.0021539	0
0	0	0	0	0	0	0	0	0.0011171	0
0	0	0	0	0	0	0	0	0.00078218	0
0	0	0	0	0	0	0	0	0.0011171	0
0	0	0	0	0	0	0	0	0.0021601	0
0	0	0	0	0	0	0	0	0.00066006	0
0	0	0	0	0	0	0	0	0.00012407	0

MATRIX "Bvu4"   NODATA_STR NaN   N_ROWS 12   N_COLS 10 
0	0	0	0	0	0	0	0	0.04765	0
0	0	0	0	0	0	0	0	0.0031972	0
0	0	0	0	0	0	0	0	0.00040031	0
0	0	0	0	0	0	0	0	0.00035162	0
0	0	0	0	0	0	0	0	0.0026212	0
0	0	0	0	0	0	0	0	0.01077	0
